Image_Number;T;LC;In;NF;CL;CF;Species
5572.jpg;Nospot;Lobed;Raceme;AFew;White;White;116
5573.jpg;Nospot;Lobed;Raceme;AFew;White;White;116
5574.jpg;Nospot;Lobed;Raceme;AFew;White;White;116
5575.jpg;Nospot;Lobed;Raceme;AFew;White;White;116
5576.jpg;Nospot;Lobed;Raceme;AFew;White;White;116
5577.jpg;Nospot;Lobed;Raceme;AFew;White;White;116
5578.jpg;Nospot;Lobed;Raceme;AFew;White;White;116
5579.jpg;Nospot;Lobed;Raceme;AFew;White;White;116
5580.jpg;Nospot;Lobed;Raceme;AFew;White;White;116
5581.jpg;Nospot;Lobed;Raceme;AFew;White;White;116
5582.jpg;Nospot;Lobed;Raceme;AFew;White;White;116
5589.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5590.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5591.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5592.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5593.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5594.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5595.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5596.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5597.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5598.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5599.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5600.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5601.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5602.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5603.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5604.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5605.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5606.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5607.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5608.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5609.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5610.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5611.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5612.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5613.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5614.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5615.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5616.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5617.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5618.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5619.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5620.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5621.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5622.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5623.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5624.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5625.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5626.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5627.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5628.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5629.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5630.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5631.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5632.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5633.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5634.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5635.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5636.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5637.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5638.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5639.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5640.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5641.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5642.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5643.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5644.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5645.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5646.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5647.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5648.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5649.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5650.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5651.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5652.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5653.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5654.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5655.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5656.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5657.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5658.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5659.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5660.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5661.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5662.jpg;Nospot;Lobed;Raceme;Many;BluePurple;Purple;117
5692.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5693.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5694.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5695.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5696.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5697.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5698.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5699.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5700.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5701.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5702.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5703.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5704.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5705.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5706.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5707.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5708.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5709.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5710.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5711.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5712.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5713.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5714.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5715.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5716.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5717.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5718.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5719.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5720.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5721.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5722.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5723.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5724.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5725.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5726.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5727.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5728.jpg;Nospot;Simple;Spike;Many;Green;Green;118
5745.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5746.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5747.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5748.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5749.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5750.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5751.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5752.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5753.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5754.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5755.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5756.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5757.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5758.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5759.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5760.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5761.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5762.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5763.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5764.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5765.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5766.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5767.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5768.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5769.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5770.jpg;Nospot;Simple;Spike;Many;Green;Green;119
5781.jpg;Nospot;Simple;Raceme;AFew;Green;Green;120
5782.jpg;Nospot;Simple;Raceme;AFew;Green;Green;120
5783.jpg;Nospot;Simple;Raceme;AFew;Green;Green;120
5784.jpg;Nospot;Simple;Raceme;AFew;Green;Green;120
5785.jpg;Nospot;Simple;Raceme;AFew;Green;Green;120
5786.jpg;Nospot;Simple;Raceme;AFew;Green;Green;120
5787.jpg;Nospot;Simple;Raceme;AFew;Green;Green;120
5788.jpg;Nospot;Simple;Raceme;AFew;Green;Green;120
5789.jpg;Nospot;Simple;Raceme;AFew;Green;Green;120
5790.jpg;Nospot;Simple;Raceme;AFew;Green;Green;120
5791.jpg;Nospot;Simple;Raceme;AFew;Green;Green;120
5792.jpg;Nospot;Simple;Raceme;AFew;Green;Green;120
5797.jpg;Nospot;Simple;Spike;AFew;Green;Green;121
5798.jpg;Nospot;Simple;Spike;AFew;Green;Green;121
5799.jpg;Nospot;Simple;Spike;AFew;Green;Green;121
5802.jpg;Nospot;Simple;Spike;Many;White;White;122
5803.jpg;Nospot;Simple;Spike;Many;White;White;122
5804.jpg;Nospot;Simple;Spike;Many;White;White;122
5807.jpg;Nospot;Simple;Spike;Many;Green;Green;123
5808.jpg;Nospot;Simple;Spike;Many;Green;Green;123
5809.jpg;Nospot;Simple;Spike;Many;Green;Green;123
5810.jpg;Nospot;Simple;Spike;Many;Green;Green;123
5811.jpg;Nospot;Simple;Spike;Many;Green;Green;123
5812.jpg;Nospot;Simple;Spike;Many;Green;Green;123
5813.jpg;Nospot;Simple;Spike;Many;Green;Green;123
5814.jpg;Nospot;Simple;Spike;Many;Green;Green;123
5815.jpg;Nospot;Simple;Spike;Many;Green;Green;123
5816.jpg;Nospot;Simple;Spike;Many;Green;Green;123
5821.jpg;Nospot;Simple;Spike;Many;Yellow;Yellow;124
5822.jpg;Nospot;Simple;Spike;Many;Yellow;Yellow;124
5823.jpg;Nospot;Simple;Spike;Many;Yellow;Yellow;124
5824.jpg;Nospot;Simple;Spike;Many;Yellow;Yellow;124
5827.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5828.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5829.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5830.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5831.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5832.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5833.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5834.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5835.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5836.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5837.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5838.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5839.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5840.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5841.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5842.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5843.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5844.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5845.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5846.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5847.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5848.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5849.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5850.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5851.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5852.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5853.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5854.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5855.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5856.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5857.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5858.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5859.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5860.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5861.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5862.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5863.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5864.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5865.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5866.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5867.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5868.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5869.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5870.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5871.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5872.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5873.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5874.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5875.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5876.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5877.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5878.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5879.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5880.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5881.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5882.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5883.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5884.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5885.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5886.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5887.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5888.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5889.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5890.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5891.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5892.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5893.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5894.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5895.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5896.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5897.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5898.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5899.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5900.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5901.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5902.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5903.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5904.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5905.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5906.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5907.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5908.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5909.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5910.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5911.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5912.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5913.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5914.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5915.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5916.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5917.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5918.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5919.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5920.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5921.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5922.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5923.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5924.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5925.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5926.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5927.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5928.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5929.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5930.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5931.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5932.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5933.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5934.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5935.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5936.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5937.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5938.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5939.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5940.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5941.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5942.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5943.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5944.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5945.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5946.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5947.jpg;Nospot;Fringed;SingleOrPair;SinglePair;PinkRed;Pink;125
5996.jpg;Nospot;Lobed;Panicle;Many;Green;Green;126
5997.jpg;Nospot;Lobed;Panicle;Many;Green;Green;126
5998.jpg;Nospot;Lobed;Panicle;Many;Green;Green;126
5999.jpg;Nospot;Lobed;Panicle;Many;Green;Green;126
6000.jpg;Nospot;Lobed;Panicle;Many;Green;Green;126
6001.jpg;Nospot;Lobed;Panicle;Many;Green;Green;126
6002.jpg;Nospot;Lobed;Panicle;Many;Green;Green;126
6003.jpg;Nospot;Lobed;Panicle;Many;Green;Green;126
6004.jpg;Nospot;Lobed;Panicle;Many;Green;Green;126
6005.jpg;Nospot;Lobed;Panicle;Many;Green;Green;126
6006.jpg;Nospot;Lobed;Panicle;Many;Green;Green;126
6007.jpg;Nospot;Lobed;Panicle;Many;Green;Green;126
6013.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6014.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6015.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6016.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6017.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6018.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6019.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6020.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6021.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6022.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6023.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6024.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6025.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6026.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6027.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6028.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6029.jpg;Nospot;Simple;Raceme;AFew;White;GreenWhite;127
6037.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6038.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6039.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6040.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6041.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6042.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6043.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6044.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6045.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6046.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6047.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6048.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6049.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6050.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6051.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6052.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6053.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6054.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6055.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6056.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6057.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6058.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6059.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6060.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6061.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6062.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6063.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6064.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6065.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6066.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6067.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6068.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6069.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6070.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6071.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6072.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6073.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6074.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6075.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
6076.jpg;Nospot;Simple;Raceme;AFew;PurpleYellow;GreenYellow;128
